date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"1:20 PM BST on August 18, 2017",20,1009,6,40,27.8,250,-9999,10,Partly Cloudy
"1:50 PM BST on August 18, 2017",20,1009,7,43,25.9,260,-9999,10,Partly Cloudy
"2:20 PM BST on August 18, 2017",20,1009,8,46,27.8,270,-9999,10,Partly Cloudy
"2:50 PM BST on August 18, 2017",20,1009,8,46,35.2,270,-9999,10,Scattered Clouds
"3:20 PM BST on August 18, 2017",20,1010,8,46,18.5,300,-9999,10,Partly Cloudy
"3:50 PM BST on August 18, 2017",18,1010,8,52,22.2,280,-9999,10,Partly Cloudy
"4:20 PM BST on August 18, 2017",15,1010,11,77,25.9,270,-9999,10,Light Rain
"4:50 PM BST on August 18, 2017",15,1011,9,67,27.8,250,-9999,10,Partly Cloudy
"5:20 PM BST on August 18, 2017",15,1011,9,67,24.1,250,-9999,10,Partly Cloudy
"5:50 PM BST on August 18, 2017",15,1011,8,63,24.1,250,-9999,10,Partly Cloudy
"6:20 PM BST on August 18, 2017",16,1011,7,55,25.9,250,-9999,-9999,Clear
"6:50 PM BST on August 18, 2017",15,1011,7,59,25.9,250,-9999,-9999,Clear
"7:20 PM BST on August 18, 2017",16,1011,7,55,27.8,250,-9999,-9999,Clear
"7:50 PM BST on August 18, 2017",15,1012,8,63,20.4,240,-9999,-9999,Clear
"8:20 PM BST on August 18, 2017",15,1012,8,63,20.4,240,-9999,-9999,Clear
"8:50 PM BST on August 18, 2017",15,1012,9,67,18.5,230,-9999,-9999,Clear
"9:20 PM BST on August 18, 2017",15,1012,9,67,20.4,220,-9999,-9999,Clear
"9:50 PM BST on August 18, 2017",15,1011,9,67,18.5,220,-9999,-9999,Clear
"10:50 PM BST on August 18, 2017",15,1011,9,67,18.5,220,-9999,-9999,Clear
"11:20 PM BST on August 18, 2017",15,1011,9,67,29.6,220,-9999,-9999,Clear
"11:50 PM BST on August 18, 2017",15,1011,9,67,29.6,220,-9999,10,Mostly Cloudy
"12:20 AM BST on August 19, 2017",15,1011,9,67,29.6,220,-9999,10,Mostly Cloudy
"12:50 AM BST on August 19, 2017",15,1011,9,67,27.8,240,-9999,10,Mostly Cloudy
"1:20 AM BST on August 19, 2017",15,1011,9,67,27.8,240,-9999,10,Mostly Cloudy
"1:50 AM BST on August 19, 2017",15,1011,9,67,27.8,240,-9999,10,Mostly Cloudy
"3:50 AM BST on August 19, 2017",14,1012,9,72,22.2,270,-9999,10,Partly Cloudy
"4:50 AM BST on August 19, 2017",13,1013,9,77,13,250,-9999,-9999,Clear
"5:50 AM BST on August 19, 2017",13,1013,10,82,16.7,250,-9999,-9999,Clear
"6:20 AM BST on August 19, 2017",13,1014,10,82,18.5,250,-9999,10,Partly Cloudy
"6:50 AM BST on August 19, 2017",14,1014,11,82,20.4,260,-9999,10,Partly Cloudy
"7:20 AM BST on August 19, 2017",14,1015,10,77,20.4,250,-9999,10,Partly Cloudy
"7:50 AM BST on August 19, 2017",14,1015,10,77,20.4,260,-9999,10,Partly Cloudy
"8:20 AM BST on August 19, 2017",15,1015,10,72,24.1,270,-9999,10,Partly Cloudy
"8:50 AM BST on August 19, 2017",15,1016,10,72,25.9,270,-9999,10,Partly Cloudy
"9:20 AM BST on August 19, 2017",16,1016,10,68,24.1,270,-9999,10,Partly Cloudy
"9:50 AM BST on August 19, 2017",16,1016,8,59,22.2,270,-9999,10,Partly Cloudy
"10:20 AM BST on August 19, 2017",17,1016,8,55,22.2,260,-9999,10,Partly Cloudy
"10:50 AM BST on August 19, 2017",17,1016,8,55,22.2,250,-9999,10,Partly Cloudy
"11:20 AM BST on August 19, 2017",17,1016,8,55,25.9,240,-9999,10,Scattered Clouds
"11:50 AM BST on August 19, 2017",18,1016,9,56,27.8,260,-9999,10,Partly Cloudy
"12:20 PM BST on August 19, 2017",19,1016,8,49,27.8,250,-9999,10,Partly Cloudy
"12:50 PM BST on August 19, 2017",20,1016,8,46,27.8,250,-9999,10,Partly Cloudy
"1:20 PM BST on August 19, 2017",19,1017,7,46,27.8,260,-9999,10,Partly Cloudy
"1:50 PM BST on August 19, 2017",19,1017,6,43,31.5,260,-9999,10,Partly Cloudy
"2:20 PM BST on August 19, 2017",19,1017,7,46,27.8,260,-9999,10,Partly Cloudy
"2:50 PM BST on August 19, 2017",19,1017,6,43,25.9,250,-9999,10,Partly Cloudy
"3:20 PM BST on August 19, 2017",19,1017,8,49,25.9,270,-9999,-9999,Clear
"3:50 PM BST on August 19, 2017",19,1017,7,46,27.8,250,-9999,-9999,Clear
"4:20 PM BST on August 19, 2017",20,1017,5,37,33.3,260,-9999,-9999,Clear
"4:50 PM BST on August 19, 2017",20,1017,6,40,25.9,260,-9999,-9999,Clear
"5:20 PM BST on August 19, 2017",20,1017,6,40,27.8,260,-9999,-9999,Clear
"5:50 PM BST on August 19, 2017",19,1017,5,40,27.8,250,-9999,-9999,Clear
"6:20 PM BST on August 19, 2017",19,1017,5,40,25.9,250,-9999,-9999,Clear
"6:50 PM BST on August 19, 2017",19,1018,7,46,20.4,260,-9999,-9999,Clear
"7:20 PM BST on August 19, 2017",19,1018,7,46,22.2,260,-9999,-9999,Clear
"7:50 PM BST on August 19, 2017",18,1018,7,49,22.2,270,-9999,10,Partly Cloudy
"8:20 PM BST on August 19, 2017",18,1019,6,45,24.1,260,-9999,-9999,Clear
"8:50 PM BST on August 19, 2017",17,1019,6,48,20.4,270,-9999,-9999,Clear
"9:20 PM BST on August 19, 2017",17,1019,7,52,13,270,-9999,-9999,Clear
"9:50 PM BST on August 19, 2017",17,1020,6,48,18.5,260,-9999,-9999,Clear
"10:20 PM BST on August 19, 2017",16,1020,7,55,20.4,250,-9999,-9999,Clear
"10:50 PM BST on August 19, 2017",16,1020,7,55,20.4,250,-9999,-9999,Clear
"11:20 PM BST on August 19, 2017",15,1020,7,59,16.7,260,-9999,-9999,Clear
"11:50 PM BST on August 19, 2017",15,1020,7,59,16.7,260,-9999,-9999,Clear
"12:20 AM BST on August 20, 2017",14,1020,7,63,14.8,250,-9999,-9999,Clear
"1:50 AM BST on August 20, 2017",14,1021,7,63,14.8,250,-9999,-9999,Clear
"2:50 AM BST on August 20, 2017",13,1021,7,67,14.8,250,-9999,-9999,Clear
"3:50 AM BST on August 20, 2017",12,1021,8,77,14.8,250,-9999,-9999,Clear
"4:20 AM BST on August 20, 2017",12,1021,8,77,16.7,260,-9999,-9999,Clear
"5:20 AM BST on August 20, 2017",12,1021,8,77,16.7,260,-9999,-9999,Clear
"5:50 AM BST on August 20, 2017",12,1021,8,77,16.7,260,-9999,-9999,Clear
"6:20 AM BST on August 20, 2017",12,1022,8,77,16.7,260,-9999,-9999,Clear
"6:50 AM BST on August 20, 2017",11,1022,8,82,14.8,250,-9999,-9999,Clear
"7:20 AM BST on August 20, 2017",12,1022,8,77,18.5,260,-9999,-9999,Clear
"7:50 AM BST on August 20, 2017",12,1022,8,77,18.5,260,-9999,-9999,Clear
"8:20 AM BST on August 20, 2017",14,1023,9,72,16.7,260,-9999,-9999,Clear
"8:50 AM BST on August 20, 2017",14,1023,9,72,18.5,270,-9999,-9999,Clear
"9:20 AM BST on August 20, 2017",16,1023,10,68,16.7,270,-9999,-9999,Clear
"9:50 AM BST on August 20, 2017",16,1023,10,68,14.8,280,-9999,-9999,Clear
"10:20 AM BST on August 20, 2017",17,1023,9,59,16.7,240,-9999,-9999,Clear
"10:50 AM BST on August 20, 2017",19,1023,10,56,16.7,240,-9999,-9999,Clear
"11:20 AM BST on August 20, 2017",18,1023,8,52,14.8,260,-9999,10,Scattered Clouds
"11:50 AM BST on August 20, 2017",19,1024,7,46,16.7,260,-9999,10,Scattered Clouds
"12:20 PM BST on August 20, 2017",19,1024,7,46,16.7,280,-9999,10,Scattered Clouds
"12:50 PM BST on August 20, 2017",20,1023,7,43,20.4,250,-9999,10,Scattered Clouds
"1:20 PM BST on August 20, 2017",20,1023,7,43,20.4,250,-9999,10,Scattered Clouds
"1:50 PM BST on August 20, 2017",21,1023,7,40,18.5,240,-9999,10,Partly Cloudy
"2:20 PM BST on August 20, 2017",20,1023,7,43,20.4,240,-9999,10,Partly Cloudy
"2:50 PM BST on August 20, 2017",20,1023,7,43,22.2,250,-9999,10,Partly Cloudy
"3:20 PM BST on August 20, 2017",20,1023,6,40,18.5,220,-9999,10,Partly Cloudy
"3:50 PM BST on August 20, 2017",20,1023,7,43,18.5,230,-9999,10,Partly Cloudy
"4:20 PM BST on August 20, 2017",20,1023,7,43,18.5,230,-9999,10,Partly Cloudy
"4:50 PM BST on August 20, 2017",20,1023,7,43,16.7,230,-9999,-9999,Clear
"5:20 PM BST on August 20, 2017",20,1023,7,43,16.7,210,-9999,-9999,Clear
"5:50 PM BST on August 20, 2017",19,1023,7,46,16.7,230,-9999,-9999,Clear
"6:20 PM BST on August 20, 2017",19,1023,7,46,16.7,240,-9999,-9999,Clear
"6:50 PM BST on August 20, 2017",19,1022,10,56,20.4,220,-9999,-9999,Clear
"7:20 PM BST on August 20, 2017",18,1022,12,68,20.4,220,-9999,10,Light Rain
"7:50 PM BST on August 20, 2017",16,1023,12,77,20.4,220,-9999,10,Light Rain
"8:20 PM BST on August 20, 2017",16,1023,12,77,22.2,230,-9999,10,Light Rain
"8:50 PM BST on August 20, 2017",16,1023,12,77,20.4,220,-9999,10,Unknown
"9:20 PM BST on August 20, 2017",16,1023,13,82,20.4,220,-9999,-9999,Clear
"9:50 PM BST on August 20, 2017",16,1023,13,82,13,240,-9999,-9999,Clear
"10:20 PM BST on August 20, 2017",15,1023,12,82,9.3,280,-9999,9,Light Rain
"10:50 PM BST on August 20, 2017",15,1023,12,82,5.6,250,-9999,9,Light Rain
"11:20 PM BST on August 20, 2017",14,1023,11,82,14.8,230,-9999,9,Light Rain
"11:50 PM BST on August 20, 2017",14,1023,12,88,7.4,240,-9999,9,Light Rain
"12:20 AM BST on August 21, 2017",14,1023,12,88,5.6,240,-9999,9,Light Rain
"12:50 AM BST on August 21, 2017",14,1023,12,88,7.4,240,-9999,9,Light Rain
"1:50 AM BST on August 21, 2017",14,1022,12,88,9.3,210,-9999,6,Rain
"2:50 AM BST on August 21, 2017",14,1022,12,88,9.3,150,-9999,8,Light Rain
"3:50 AM BST on August 21, 2017",14,1022,12,88,3.7,90,-9999,8,Light Rain
"4:50 AM BST on August 21, 2017",14,1021,12,88,7.4,110,-9999,4,Rain
"5:20 AM BST on August 21, 2017",14,1021,12,88,9.3,110,-9999,4,Rain
"5:50 AM BST on August 21, 2017",14,1021,13,94,9.3,120,-9999,8,Light Rain
"6:20 AM BST on August 21, 2017",14,1021,13,94,7.4,100,-9999,7,Mostly Cloudy
"6:50 AM BST on August 21, 2017",15,1021,13,88,9.3,100,-9999,7,Mostly Cloudy
"7:20 AM BST on August 21, 2017",15,1021,13,88,9.3,110,-9999,10,Mostly Cloudy
"7:50 AM BST on August 21, 2017",15,1022,13,88,9.3,110,-9999,10,Overcast
"8:20 AM BST on August 21, 2017",15,1022,13,88,11.1,130,-9999,10,Overcast
"8:50 AM BST on August 21, 2017",15,1022,13,88,11.1,130,-9999,10,Mostly Cloudy
"9:20 AM BST on August 21, 2017",16,1022,13,82,11.1,130,-9999,10,Mostly Cloudy
"9:50 AM BST on August 21, 2017",16,1022,13,82,11.1,130,-9999,10,Mostly Cloudy
"10:20 AM BST on August 21, 2017",16,1022,14,88,9.3,120,-9999,10,Overcast
"10:50 AM BST on August 21, 2017",16,1022,13,82,13,130,-9999,10,Overcast
"11:20 AM BST on August 21, 2017",16,1022,13,82,13,120,-9999,10,Mostly Cloudy
"11:50 AM BST on August 21, 2017",17,1022,13,77,16.7,110,-9999,10,Overcast
"12:20 PM BST on August 21, 2017",17,1022,13,77,14.8,120,-9999,10,Mostly Cloudy
"12:50 PM BST on August 21, 2017",17,1022,13,77,13,140,-9999,10,Mostly Cloudy
"1:20 PM BST on August 21, 2017",17,1022,14,82,14.8,110,-9999,10,Mostly Cloudy
"1:50 PM BST on August 21, 2017",18,1022,14,77,13,100,-9999,10,Mostly Cloudy
"2:20 PM BST on August 21, 2017",18,1022,13,73,9.3,110,-9999,10,Overcast
"2:50 PM BST on August 21, 2017",18,1021,13,73,9.3,100,-9999,10,Mostly Cloudy
"3:20 PM BST on August 21, 2017",18,1021,13,73,9.3,100,-9999,10,Mostly Cloudy
"3:50 PM BST on August 21, 2017",19,1021,13,68,11.1,110,-9999,10,Mostly Cloudy
"4:20 PM BST on August 21, 2017",19,1021,13,68,7.4,100,-9999,10,Mostly Cloudy
"4:50 PM BST on August 21, 2017",18,1021,13,73,11.1,140,-9999,10,Mostly Cloudy
"5:20 PM BST on August 21, 2017",18,1021,13,73,9.3,130,-9999,10,Mostly Cloudy
"5:50 PM BST on August 21, 2017",17,1021,13,77,9.3,120,-9999,10,Mostly Cloudy
"6:20 PM BST on August 21, 2017",17,1021,13,77,9.3,110,-9999,10,Mostly Cloudy
"6:50 PM BST on August 21, 2017",18,1021,13,73,9.3,100,-9999,10,Mostly Cloudy
"7:20 PM BST on August 21, 2017",18,1021,13,73,9.3,90,-9999,10,Mostly Cloudy
"7:50 PM BST on August 21, 2017",18,1021,14,77,9.3,90,-9999,10,Mostly Cloudy
"8:20 PM BST on August 21, 2017",17,1021,14,82,9.3,120,-9999,10,Mostly Cloudy
"8:50 PM BST on August 21, 2017",17,1021,14,82,9.3,90,-9999,10,Mostly Cloudy
"9:20 PM BST on August 21, 2017",17,1021,14,82,3.7,90,-9999,10,Overcast
"9:50 PM BST on August 21, 2017",17,1021,14,82,7.4,80,-9999,10,Overcast
"10:20 PM BST on August 21, 2017",17,1021,14,82,5.6,100,-9999,10,Overcast
"10:50 PM BST on August 21, 2017",17,1021,14,82,5.6,100,-9999,10,Overcast
"11:20 PM BST on August 21, 2017",17,1021,14,82,5.6,90,-9999,10,Overcast
"11:50 PM BST on August 21, 2017",17,1021,14,82,5.6,90,-9999,10,Overcast
"12:50 AM BST on August 22, 2017",17,1021,14,82,0,0,-9999,10,Overcast
"1:50 AM BST on August 22, 2017",17,1021,14,82,0,0,-9999,10,Overcast
"2:50 AM BST on August 22, 2017",17,1021,14,82,0,0,-9999,10,Overcast
"3:50 AM BST on August 22, 2017",17,1020,14,82,0,0,-9999,8,Overcast
"4:50 AM BST on August 22, 2017",17,1020,15,88,0,0,-9999,7,Overcast
"5:20 AM BST on August 22, 2017",17,1020,15,88,0,0,-9999,8,Mostly Cloudy
"5:50 AM BST on August 22, 2017",17,1020,14,82,5.6,170,-9999,10,Mostly Cloudy
"6:20 AM BST on August 22, 2017",16,1020,14,88,3.7,190,-9999,10,Partly Cloudy
"6:50 AM BST on August 22, 2017",16,1020,14,88,0,0,-9999,10,Scattered Clouds
"7:20 AM BST on August 22, 2017",17,1020,15,88,0,0,-9999,10,Scattered Clouds
"7:50 AM BST on August 22, 2017",18,1020,15,83,5.6,10,-9999,10,Scattered Clouds
"8:20 AM BST on August 22, 2017",18,1020,15,83,3.7,0,-9999,10,Scattered Clouds
"8:50 AM BST on August 22, 2017",19,1020,15,78,7.4,50,-9999,10,Scattered Clouds
"9:20 AM BST on August 22, 2017",19,1020,14,73,5.6,60,-9999,10,Scattered Clouds
"9:50 AM BST on August 22, 2017",19,1020,14,73,5.6,0,-9999,10,Scattered Clouds
"10:20 AM BST on August 22, 2017",20,1020,14,68,7.4,100,-9999,10,Mostly Cloudy
"10:50 AM BST on August 22, 2017",19,1020,14,73,7.4,110,-9999,10,Mostly Cloudy
"11:20 AM BST on August 22, 2017",20,1020,15,73,7.4,130,-9999,10,Mostly Cloudy
"11:50 AM BST on August 22, 2017",20,1020,15,73,7.4,90,-9999,10,Mostly Cloudy
"12:20 PM BST on August 22, 2017",20,1020,14,68,9.3,110,-9999,10,Mostly Cloudy
"12:50 PM BST on August 22, 2017",20,1020,15,73,9.3,100,-9999,10,Mostly Cloudy
"1:20 PM BST on August 22, 2017",21,1020,15,68,13,90,-9999,10,Mostly Cloudy
"1:50 PM BST on August 22, 2017",21,1019,15,68,11.1,110,-9999,10,Mostly Cloudy
"2:20 PM BST on August 22, 2017",21,1019,15,68,14.8,90,-9999,10,Scattered Clouds
"2:50 PM BST on August 22, 2017",21,1019,14,64,14.8,100,-9999,10,Scattered Clouds
"3:20 PM BST on August 22, 2017",20,1018,14,68,14.8,100,-9999,10,Partly Cloudy
"3:50 PM BST on August 22, 2017",20,1018,14,68,18.5,100,-9999,10,Partly Cloudy
"4:20 PM BST on August 22, 2017",19,1018,13,68,18.5,100,-9999,10,Partly Cloudy
"4:50 PM BST on August 22, 2017",20,1018,14,68,14.8,100,-9999,10,Partly Cloudy
"5:20 PM BST on August 22, 2017",19,1017,14,73,14.8,100,-9999,10,Partly Cloudy
"5:50 PM BST on August 22, 2017",20,1017,14,68,11.1,100,-9999,10,Partly Cloudy
"6:20 PM BST on August 22, 2017",20,1017,14,68,16.7,80,-9999,10,Partly Cloudy
"6:50 PM BST on August 22, 2017",19,1017,14,73,14.8,90,-9999,-9999,Clear
"7:20 PM BST on August 22, 2017",18,1017,14,77,9.3,110,-9999,-9999,Clear
"7:50 PM BST on August 22, 2017",19,1017,15,78,9.3,110,-9999,-9999,Clear
"8:20 PM BST on August 22, 2017",18,1017,14,77,9.3,100,-9999,-9999,Clear
"8:50 PM BST on August 22, 2017",17,1017,14,82,9.3,90,-9999,-9999,Clear
"9:20 PM BST on August 22, 2017",18,1017,15,83,9.3,90,-9999,10,Light Rain
"9:50 PM BST on August 22, 2017",17,1016,15,88,9.3,90,-9999,10,Partly Cloudy
"10:20 PM BST on August 22, 2017",17,1016,15,88,9.3,90,-9999,10,Light Rain
"10:50 PM BST on August 22, 2017",17,1016,15,88,7.4,100,-9999,7,Partly Cloudy
"11:50 PM BST on August 22, 2017",17,1015,15,88,7.4,90,-9999,6,Unknown
"1:50 AM BST on August 23, 2017",17,1014,15,88,7.4,90,-9999,5,Haze
"2:50 AM BST on August 23, 2017",17,1014,15,88,9.3,100,-9999,5,Haze
"3:50 AM BST on August 23, 2017",17,1013,16,94,9.3,80,-9999,5,Haze
"4:50 AM BST on August 23, 2017",17,1013,15,88,11.1,110,-9999,6,Unknown
"5:20 AM BST on August 23, 2017",17,1013,15,88,7.4,110,-9999,7,Unknown
"5:50 AM BST on August 23, 2017",17,1012,15,88,7.4,110,-9999,5,Haze
"6:20 AM BST on August 23, 2017",17,1012,15,88,9.3,100,-9999,5,Haze
"6:50 AM BST on August 23, 2017",17,1012,15,88,9.3,100,-9999,5,Haze
"7:20 AM BST on August 23, 2017",19,1012,16,83,5.6,120,-9999,9,Unknown
"7:50 AM BST on August 23, 2017",20,1012,16,78,5.6,120,-9999,-9999,Clear
"8:20 AM BST on August 23, 2017",19,1012,17,88,7.4,120,-9999,-9999,Clear
"8:50 AM BST on August 23, 2017",20,1012,16,78,9.3,130,-9999,-9999,Clear
"9:20 AM BST on August 23, 2017",21,1012,15,68,9.3,160,-9999,-9999,Clear
"9:50 AM BST on August 23, 2017",22,1012,16,69,9.3,160,-9999,-9999,Clear
"10:20 AM BST on August 23, 2017",23,1012,16,65,11.1,150,-9999,10,Partly Cloudy
"10:50 AM BST on August 23, 2017",23,1012,17,69,16.7,220,-9999,10,Partly Cloudy
"11:20 AM BST on August 23, 2017",23,1012,17,69,14.8,250,-9999,10,Partly Cloudy
"11:50 AM BST on August 23, 2017",24,1012,17,65,14.8,220,-9999,10,Partly Cloudy
"12:50 PM BST on August 23, 2017",22,1012,17,73,18.5,270,-9999,10,Scattered Clouds
"1:20 PM BST on August 23, 2017",23,1012,17,69,20.4,260,-9999,10,Scattered Clouds
"1:50 PM BST on August 23, 2017",22,1012,16,69,25.9,260,-9999,10,Partly Cloudy
"2:20 PM BST on August 23, 2017",22,1012,16,69,20.4,260,-9999,10,Mostly Cloudy
"2:50 PM BST on August 23, 2017",22,1012,16,69,24.1,270,-9999,10,Scattered Clouds
"3:20 PM BST on August 23, 2017",21,1012,15,68,22.2,270,-9999,10,Mostly Cloudy
"3:50 PM BST on August 23, 2017",22,1013,14,60,20.4,260,-9999,10,Partly Cloudy
"4:20 PM BST on August 23, 2017",22,1013,13,57,22.2,260,-9999,10,Partly Cloudy
"4:50 PM BST on August 23, 2017",21,1013,12,56,22.2,250,-9999,10,Partly Cloudy
"5:20 PM BST on August 23, 2017",22,1013,12,53,24.1,260,-9999,10,Partly Cloudy
"5:50 PM BST on August 23, 2017",21,1013,12,56,22.2,260,-9999,10,Partly Cloudy
"6:20 PM BST on August 23, 2017",21,1013,12,56,18.5,250,-9999,10,Partly Cloudy
"6:50 PM BST on August 23, 2017",20,1013,10,52,22.2,270,-9999,10,Partly Cloudy
"7:20 PM BST on August 23, 2017",20,1013,10,52,20.4,270,-9999,10,Partly Cloudy
"7:50 PM BST on August 23, 2017",20,1013,12,60,14.8,250,-9999,-9999,Clear
"8:20 PM BST on August 23, 2017",20,1014,11,56,14.8,250,-9999,-9999,Clear
"8:50 PM BST on August 23, 2017",18,1014,11,64,13,240,-9999,-9999,Clear
"9:20 PM BST on August 23, 2017",18,1014,10,59,13,260,-9999,-9999,Clear
"9:50 PM BST on August 23, 2017",18,1014,11,64,16.7,250,-9999,-9999,Clear
"10:20 PM BST on August 23, 2017",18,1014,11,64,13,250,-9999,-9999,Clear
"10:50 PM BST on August 23, 2017",18,1015,12,68,13,250,-9999,-9999,Clear
"11:20 PM BST on August 23, 2017",17,1015,11,68,13,250,-9999,-9999,Clear
"11:50 PM BST on August 23, 2017",17,1015,11,68,13,250,-9999,-9999,Clear
"12:20 AM BST on August 24, 2017",17,1015,12,72,13,250,-9999,-9999,Clear
"1:50 AM BST on August 24, 2017",15,1015,11,77,13,250,-9999,-9999,Clear
"2:50 AM BST on August 24, 2017",15,1015,11,77,13,260,-9999,-9999,Clear
"3:20 AM BST on August 24, 2017",14,1015,11,82,9.3,260,-9999,-9999,Clear
"3:50 AM BST on August 24, 2017",12,1015,9,82,7.4,250,-9999,-9999,Clear
"4:50 AM BST on August 24, 2017",14,1015,11,82,11.1,260,-9999,-9999,Clear
"5:20 AM BST on August 24, 2017",14,1015,11,82,13,250,-9999,-9999,Clear
"5:50 AM BST on August 24, 2017",14,1016,11,82,11.1,260,-9999,-9999,Clear
"6:20 AM BST on August 24, 2017",14,1016,11,82,11.1,250,-9999,-9999,Clear
"6:50 AM BST on August 24, 2017",14,1016,11,82,9.3,250,-9999,-9999,Clear
"7:20 AM BST on August 24, 2017",15,1016,12,82,11.1,240,-9999,10,Partly Cloudy
"7:50 AM BST on August 24, 2017",15,1016,12,82,9.3,240,-9999,10,Scattered Clouds
"8:20 AM BST on August 24, 2017",15,1016,12,82,11.1,260,-9999,10,Scattered Clouds
"8:50 AM BST on August 24, 2017",16,1016,12,77,14.8,260,-9999,10,Partly Cloudy
"9:20 AM BST on August 24, 2017",17,1016,12,72,13,250,-9999,10,Partly Cloudy
"9:50 AM BST on August 24, 2017",17,1016,12,72,13,260,-9999,10,Partly Cloudy
"10:20 AM BST on August 24, 2017",17,1017,12,72,14.8,260,-9999,10,Partly Cloudy
"10:50 AM BST on August 24, 2017",19,1016,12,64,20.4,240,-9999,10,Scattered Clouds
"11:20 AM BST on August 24, 2017",20,1016,11,56,18.5,240,-9999,10,Scattered Clouds
"11:50 AM BST on August 24, 2017",19,1017,10,56,16.7,270,-9999,10,Scattered Clouds
"12:20 PM BST on August 24, 2017",19,1017,9,52,18.5,260,-9999,10,Scattered Clouds
"12:50 PM BST on August 24, 2017",20,1017,10,52,16.7,270,-9999,10,Scattered Clouds
"1:20 PM BST on August 24, 2017",21,1017,10,49,14.8,270,-9999,10,Scattered Clouds
"1:50 PM BST on August 24, 2017",21,1017,10,49,16.7,250,-9999,10,Scattered Clouds
"2:20 PM BST on August 24, 2017",21,1017,9,46,20.4,230,-9999,10,Scattered Clouds
"2:50 PM BST on August 24, 2017",21,1017,10,49,20.4,250,-9999,10,Scattered Clouds
"3:20 PM BST on August 24, 2017",22,1016,9,43,18.5,240,-9999,10,Partly Cloudy
"3:50 PM BST on August 24, 2017",22,1016,9,43,18.5,230,-9999,10,Partly Cloudy
"4:20 PM BST on August 24, 2017",21,1016,9,46,18.5,230,-9999,10,Partly Cloudy
"4:50 PM BST on August 24, 2017",21,1016,9,46,16.7,240,-9999,10,Partly Cloudy
"5:20 PM BST on August 24, 2017",21,1016,9,46,14.8,260,-9999,10,Partly Cloudy
"5:50 PM BST on August 24, 2017",20,1016,9,49,13,260,-9999,10,Partly Cloudy
"6:20 PM BST on August 24, 2017",20,1016,10,52,11.1,280,-9999,10,Partly Cloudy
"6:50 PM BST on August 24, 2017",20,1016,10,52,18.5,270,-9999,10,Partly Cloudy
"7:20 PM BST on August 24, 2017",20,1017,10,52,13,270,-9999,10,Partly Cloudy
"7:50 PM BST on August 24, 2017",19,1017,10,56,5.6,290,-9999,10,Partly Cloudy
"8:20 PM BST on August 24, 2017",18,1017,10,59,5.6,270,-9999,-9999,Clear
"8:50 PM BST on August 24, 2017",16,1017,10,68,5.6,270,-9999,-9999,Clear
"9:20 PM BST on August 24, 2017",15,1017,10,72,5.6,270,-9999,-9999,Clear
"9:50 PM BST on August 24, 2017",14,1017,10,77,7.4,230,-9999,-9999,Clear
"10:20 PM BST on August 24, 2017",14,1017,10,77,3.7,250,-9999,-9999,Clear
"10:50 PM BST on August 24, 2017",14,1017,10,77,3.7,250,-9999,-9999,Clear
"11:50 PM BST on August 24, 2017",13,1018,10,82,7.4,260,-9999,-9999,Clear
"12:50 AM BST on August 25, 2017",14,1017,11,82,3.7,230,-9999,-9999,Clear
"1:50 AM BST on August 25, 2017",14,1017,12,88,3.7,250,-9999,-9999,Clear
"2:50 AM BST on August 25, 2017",13,1017,11,88,5.6,220,-9999,-9999,Clear
"3:50 AM BST on August 25, 2017",12,1017,10,88,5.6,240,-9999,-9999,Clear
"4:50 AM BST on August 25, 2017",11,1017,9,88,5.6,230,-9999,-9999,Clear
"5:20 AM BST on August 25, 2017",10,1017,8,87,3.7,280,-9999,-9999,Clear
"5:50 AM BST on August 25, 2017",10,1017,8,87,3.7,280,-9999,-9999,Clear
"6:20 AM BST on August 25, 2017",11,1017,9,88,0,0,-9999,-9999,Clear
"6:50 AM BST on August 25, 2017",10,1017,8,87,0,0,-9999,-9999,Clear
"7:20 AM BST on August 25, 2017",11,1018,10,94,0,0,-9999,-9999,Clear
"7:50 AM BST on August 25, 2017",13,1018,12,94,0,0,-9999,-9999,Clear
"8:20 AM BST on August 25, 2017",14,1018,12,88,0,0,-9999,-9999,Clear
"9:20 AM BST on August 25, 2017",18,1018,12,68,0,0,-9999,-9999,Clear
"9:50 AM BST on August 25, 2017",19,1018,10,56,1.9,140,-9999,-9999,Clear
"10:20 AM BST on August 25, 2017",19,1018,11,60,3.7,70,-9999,-9999,Clear
"10:50 AM BST on August 25, 2017",19,1018,11,60,1.9,0,-9999,-9999,Clear
"11:20 AM BST on August 25, 2017",19,1017,10,56,7.4,180,-9999,-9999,Clear
"11:50 AM BST on August 25, 2017",21,1017,11,53,7.4,0,-9999,-9999,Clear
"12:20 PM BST on August 25, 2017",20,1017,9,49,9.3,210,-9999,-9999,Clear
"12:50 PM BST on August 25, 2017",22,1017,10,46,7.4,0,-9999,-9999,Clear
"1:20 PM BST on August 25, 2017",21,1017,10,49,7.4,0,-9999,-9999,Clear
"1:50 PM BST on August 25, 2017",21,1017,9,46,9.3,200,-9999,-9999,Clear
"2:20 PM BST on August 25, 2017",22,1017,10,46,7.4,0,-9999,-9999,Clear
"2:50 PM BST on August 25, 2017",23,1017,10,44,9.3,0,-9999,-9999,Clear
